ons_id,constituency_name,country_name,MP Name,mp_firstname,mp_surname,mp_gender,result,winning_party,majority
E14000988,Taunton Deane,England,Rebecca Pow,Rebecca,Pow,Female,Con hold,Con,11700
E14000989,Telford,England,Lucy Allan,Lucy,Allan,Female,Con hold,Con,10941
E14000990,Tewkesbury,England,Laurence Robertson,Laurence,Robertson,Male,Con hold,Con,22410
E14000991,The Cotswolds,England,Geoffrey Clifton-Brown,Geoffrey,Clifton-Brown,Male,Con hold,Con,20214
E14000992,The Wrekin,England,Mark Pritchard,Mark,Pritchard,Male,Con hold,Con,18726
E14000993,Thirsk and Malton,England,Kevin Hollinrake,Kevin,Hollinrake,Male,Con hold,Con,25154
E14000994,Thornbury and Yate,England,Luke Hall,Luke,Hall,Male,Con hold,Con,12369
E14000995,Thurrock,England,Jacqueline Doyle-Price,Jacqueline,Doyle-Price,Female,Con hold,Con,11482
E14000996,Tiverton and Honiton,England,Neil Parish,Neil,Parish,Male,Con hold,Con,24239
E14000997,Tonbridge and Malling,England,Thomas Tugendhat,Thomas,Tugendhat,Male,Con hold,Con,26941
E14000998,Tooting,England,Rosena Allin-Khan,Rosena,Allin-Khan,Female,Lab hold,Lab,14307
E14000999,Torbay,England,Kevin Foster,Kevin,Foster,Male,Con hold,Con,17749
W07000053,Torfaen,Wales,Nick Thomas-Symonds,Nick,Thomas-Symonds,Male,Lab hold,Lab,3742
E14001000,Torridge and West Devon,England,Geoffrey Cox,Geoffrey,Cox,Male,Con hold,Con,24992
E14001001,Totnes,England,Anthony Mangnall,Anthony,Mangnall,Male,Con hold,Con,12724
E14001002,Tottenham,England,David Lammy,David,Lammy,Male,Lab hold,Lab,30175
E14001003,Truro and Falmouth,England,Cherilyn Mackrory,Cherilyn,Mackrory,Female,Con hold,Con,4561
E14001004,Tunbridge Wells,England,Gregory Clark,Gregory,Clark,Male,Con hold,Con,14645
E14001005,Twickenham,England,Munira Wilson,Munira,Wilson,Female,LD hold,LD,14121
E14001006,Tynemouth,England,Alan Campbell,Alan,Campbell,Male,Lab hold,Lab,4857
N06000017,Upper Bann,Northern Ireland,Carla Lockhart,Carla,Lockhart,Female,DUP hold,DUP,8210
E14001007,Uxbridge and South Ruislip,England,Boris Johnson,Boris,Johnson,Male,Con hold,Con,7210
W07000060,Vale of Clwyd,Wales,James Davies,James,Davies,Male,Con gain from Lab,Con,1827
W07000078,Vale of Glamorgan,Wales,Alun Cairns,Alun,Cairns,Male,Con hold,Con,3562
E14001008,Vauxhall,England,Florence Eshalomi,Florence,Eshalomi,Female,Lab hold,Lab,19612
E14001009,Wakefield,England,Imran Ahmad Khan,Imran,Ahmad Khan,Male,Con gain from Lab,Con,3358
E14001010,Wallasey,England,Angela Eagle,Angela,Eagle,Female,Lab hold,Lab,18322
E14001011,Walsall North,England,Eddie Hughes,Eddie,Hughes,Male,Con hold,Con,11965
E14001012,Walsall South,England,Valerie Vaz,Valerie,Vaz,Female,Lab hold,Lab,3456
E14001013,Walthamstow,England,Stella Creasy,Stella,Creasy,Female,Lab hold,Lab,30862
E14001014,Wansbeck,England,Ian Lavery,Ian,Lavery,Male,Lab hold,Lab,814
E14001015,Wantage,England,David Johnston,David,Johnston,Male,Con hold,Con,12653
E14001016,Warley,England,John Spellar,John,Spellar,Male,Lab hold,Lab,11511
E14001017,Warrington North,England,Charlotte Nichols,Charlotte,Nichols,Female,Lab hold,Lab,1509
E14001018,Warrington South,England,Andy Carter,Andy,Carter,Male,Con gain from Lab,Con,2010
E14001019,Warwick and Leamington,England,Matt Western,Matt,Western,Male,Lab hold,Lab,789
E14001020,Washington and Sunderland West,England,Sharon Hodgson,Sharon,Hodgson,Female,Lab hold,Lab,3723
E14001021,Watford,England,Dean Russell,Dean,Russell,Male,Con hold,Con,4433
E14001022,Waveney,England,Peter Aldous,Peter,Aldous,Male,Con hold,Con,18002
E14001023,Wealden,England,Nusrat Ghani,Nusrat,Ghani,Female,Con hold,Con,25655
E14001024,Weaver Vale,England,Mike Amesbury,Mike,Amesbury,Male,Lab hold,Lab,562
E14001025,Wellingborough,England,Peter Bone,Peter,Bone,Male,Con hold,Con,18540
E14001026,Wells,England,James Heappey,James,Heappey,Male,Con hold,Con,9991
E14001027,Welwyn Hatfield,England,Grant Shapps,Grant,Shapps,Male,Con hold,Con,10955
E14001028,Wentworth and Dearne,England,John Healey,John,Healey,Male,Lab hold,Lab,2165
S14000058,West Aberdeenshire and Kincardine,Scotland,Andrew Bowie,Andrew,Bowie,Male,Con hold,Con,843
E14001029,West Bromwich East,England,Nicola Richards,Nicola,Richards,Female,Con gain from Lab,Con,1593
E14001030,West Bromwich West,England,Shaun Bailey,Shaun,Bailey,Male,Con gain from Lab Coop,Con,3799
E14001031,West Dorset,England,Chris Loder,Chris,Loder,Male,Con hold,Con,14106
S14000059,West Dunbartonshire,Scotland,Martin Docherty-Hughes,Martin,Docherty-Hughes,Male,SNP hold,SNP,9553
E14001032,West Ham,England,Lyn Brown,Lyn,Brown,Female,Lab hold,Lab,32388
E14001033,West Lancashire,England,Rosie Cooper,Rosie,Cooper,Female,Lab hold,Lab,8336
E14001036,Westminster North,England,Karen Buck,Karen,Buck,Female,Lab hold,Lab,10759
E14001037,Westmorland and Lonsdale,England,Timothy Farron,Timothy,Farron,Male,LD hold,LD,1934
E14001038,Weston-Super-Mare,England,John Penrose,John,Penrose,Male,Con hold,Con,17121
E14001034,West Suffolk,England,Matthew Hancock,Matthew,Hancock,Male,Con hold,Con,23194
N06000018,West Tyrone,Northern Ireland,Órfhlaith Begley,Órfhlaith,Begley,Female,SF hold,SF,7478
E14001035,West Worcestershire,England,Harriett Baldwin,Harriett,Baldwin,Female,Con hold,Con,24499
E14001039,Wigan,England,Lisa Nandy,Lisa,Nandy,Female,Lab hold,Lab,6728
E14001040,Wimbledon,England,Stephen Hammond,Stephen,Hammond,Male,Con hold,Con,628
E14001041,Winchester,England,Stephen Brine,Stephen,Brine,Male,Con hold,Con,985
E14001042,Windsor,England,Adam Afriyie,Adam,Afriyie,Male,Con hold,Con,20079
E14001043,Wirral South,England,Alison McGovern,Alison,McGovern,Female,Lab hold,Lab,6105
E14001044,Wirral West,England,Margaret Greenwood,Margaret,Greenwood,Female,Lab hold,Lab,3003
E14001045,Witham,England,Priti Patel,Priti,Patel,Female,Con hold,Con,24082
E14001046,Witney,England,Robert Courts,Robert,Courts,Male,Con hold,Con,15177
E14001047,Woking,England,Jonathan Lord,Jonathan,Lord,Male,Con hold,Con,9767
E14001048,Wokingham,England,John Redwood,John,Redwood,Male,Con hold,Con,7383
E14001049,Wolverhampton North East,England,Jane Stevenson,Jane,Stevenson,Female,Con gain from Lab,Con,4080
E14001050,Wolverhampton South East,England,Pat McFadden,Pat,McFadden,Male,Lab hold,Lab,1235
E14001051,Wolverhampton South West,England,Stuart Anderson,Stuart,Anderson,Male,Con gain from Lab,Con,1661
E14001052,Worcester,England,Robin Walker,Robin,Walker,Male,Con hold,Con,6758
E14001053,Workington,England,Mark Jenkinson,Mark,Jenkinson,Male,Con gain from Lab,Con,4176
E14001054,Worsley and Eccles South,England,Barbara Keeley,Barbara,Keeley,Female,Lab hold,Lab,3219
E14001055,Worthing West,England,Peter Bottomley,Peter,Bottomley,Male,Con hold,Con,14823
W07000044,Wrexham,Wales,Sarah Atherton,Sarah,Atherton,Female,Con gain from Lab,Con,2131
E14001056,Wycombe,England,Steve Baker,Steve,Baker,Male,Con hold,Con,4214
E14001057,Wyre and Preston North,England,Ben Wallace,Ben,Wallace,Male,Con hold,Con,16781
E14001058,Wyre Forest,England,Mark Garnier,Mark,Garnier,Male,Con hold,Con,21413
E14001059,Wythenshawe and Sale East,England,Michael Kane,Michael,Kane,Male,Lab hold,Lab,10396
E14001060,Yeovil,England,Marcus Fysh,Marcus,Fysh,Male,Con hold,Con,16181
W07000041,Ynys Mon,Wales,Virginia Crosbie,Virginia,Crosbie,Female,Con gain from Lab,Con,1968
E14001061,York Central,England,Rachael Maskell,Rachael,Maskell,Female,Lab hold,Lab,13545
E14001062,York Outer,England,Julian Sturdy,Julian,Sturdy,Male,Con hold,Con,9985
